Title,Date,Severity,Summary,Link
Cross-site Scripting vulnerability in Jenkins,2023-03-10T21:30:19Z,High,"CVE-2023-27898was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-j664-qhh4-hpf8
Denial of service in Jenkins Core,2023-03-10T21:30:19Z,High,"CVE-2023-27901was published
                        fororg.jenkins-ci.main:jenkins-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-h76p-mc68-jv3p
stoqey/gnuplot is vulnerable to command injection,2023-03-10T18:30:22Z,Critical,"CVE-2021-33360was published
                        for@stoqey/gnuplot(npm)Mar 10, 2023",https://github.com/advisories/GHSA-795w-7426-m94j
Apache Log4j 1.x (EOL) allows Denial of Service (DoS),2023-03-10T15:30:43Z,High,"CVE-2023-26464was published
                        fororg.apache.logging.log4j:log4j-core(Maven)Mar 10, 2023",https://github.com/advisories/GHSA-vp98-w2p3-mv35
Funadmin vulnerable to SQL injection,2023-03-10T15:30:43Z,Critical,"CVE-2023-24774was published
                        forfunadmin/funadmin(Composer)Mar 10, 2023",https://github.com/advisories/GHSA-jx2x-fg9p-7gc7
cockpit-hq/cockpit is vulnerable to unrestricted file uploads,2023-03-10T12:30:16Z,High,"CVE-2023-1313was published
                        forcockpit-hq/cockpit(Composer)Mar 10, 2023",https://github.com/advisories/GHSA-6x8f-x6qw-qwx3
pimcore is vulnerable to cross-site scripting,2023-03-10T12:30:16Z,Moderate,"CVE-2023-1312was published
                        forpimcore/pimcore(Composer)Mar 10, 2023",https://github.com/advisories/GHSA-gh4g-65f6-84g5
Cross-site Scripting in django-ajax-utilities,2023-03-10T03:30:15Z,Moderate,"CVE-2017-20182was published
                        fordjango-ajax-utilities(pip)Mar 10, 2023",https://github.com/advisories/GHSA-p4g9-c9qr-wmg5
Froxlor is vulnerable to authentication bypass,2023-03-10T03:30:15Z,Critical,"CVE-2023-1307was published
                        forfroxlor/froxlor(Composer)Mar 10, 2023",https://github.com/advisories/GHSA-j83x-r9qq-9g4v
Constellation allows Emergency shell access during initramfs boot phase,2023-03-09T20:21:36Z,High,"GHSA-6w5f-5wgr-qjg5was published
                        forgithub.com/edgelesssys/constellation/v2(Go)Mar 9, 2023",https://github.com/advisories/GHSA-6w5f-5wgr-qjg5
Consul Server Panic when Ingress and API Gateways Configured with Peering Connections,2023-03-09T18:30:30Z,Moderate,"CVE-2023-0845was published
                        forgithub.com/hashicorp/consul(Go)Mar 9, 2023",https://github.com/advisories/GHSA-wj6x-hcc2-f32j
Cross-site Scripting (XSS) in pimcore/pimcore,2023-03-09T12:30:16Z,Moderate,"CVE-2023-1286was published
                        forpimcore/pimcore(Composer)Mar 9, 2023",https://github.com/advisories/GHSA-8jv7-vwrc-mv4g
node-bluetooth-serial-port is vulnerable to Buffer Overflow via the findSerialPortChannel,2023-03-09T06:30:21Z,Critical,"CVE-2023-26109was published
                        fornode-bluetooth-serial-port(npm)Mar 9, 2023",https://github.com/advisories/GHSA-9jh3-4pc9-hq29
node-bluetooth is vulnerable to Buffer Overflow via the findSerialPortChannel method due to improper user input length validation,2023-03-09T06:30:21Z,Critical,"CVE-2023-26110was published
                        fornode-bluetooth(npm)Mar 9, 2023",https://github.com/advisories/GHSA-cxx3-36qc-m6qm
builderio/qwik is vulnerable to code injection,2023-03-09T00:30:18Z,Critical,"CVE-2023-1283was published
                        for@builder.io/qwik(npm)Mar 9, 2023",https://github.com/advisories/GHSA-9wf9-qvvp-2929
SQL Injection in Funadmin,2023-03-09T00:30:18Z,Critical,"CVE-2023-24777was published
                        forfunadmin/funadmin(Composer)Mar 9, 2023",https://github.com/advisories/GHSA-pvp6-53r9-8vxh
wasmtime vulnerable to guest-controlled out-of-bounds read/write on x86_64,2023-03-09T00:10:53Z,Critical,"CVE-2023-26489was published
                        forcranelift-codegen(Rust)Mar 9, 2023",https://github.com/advisories/GHSA-ff4p-7xrq-q5r8
wasmtime vulnerable to miscompilation of `i8x16.select` with the same inputs on x86_64,2023-03-09T00:09:03Z,Low,"CVE-2023-27477was published
                        forcranelift-codegen(Rust)Mar 9, 2023",https://github.com/advisories/GHSA-xm67-587q-r2vw
SQL Injection in Funadmin,2023-03-08T21:30:23Z,Critical,"CVE-2023-24782was published
                        forfunadmin/funadmin(Composer)Mar 8, 2023",https://github.com/advisories/GHSA-qhq8-2f3m-gxvp
SQL Injection in Funadmin,2023-03-08T18:30:26Z,Critical,"CVE-2023-24773was published
                        forfunadmin/funadmin(Composer)Mar 8, 2023",https://github.com/advisories/GHSA-m8wf-wmwh-jw2m
Rack has possible DoS Vulnerability in Multipart MIME parsing,2023-03-08T17:20:04Z,High,"CVE-2023-27530was published
                        forrack(RubyGems)Mar 8, 2023",https://github.com/advisories/GHSA-3h57-hmj3-gj3p
XWiki Platform vulnerable to data leak via Improper Restriction of XML External Entity Reference,2023-03-08T17:19:30Z,High,"CVE-2023-27480was published
                        fororg.xwiki.platform:xwiki-platform-xar-model(Maven)Mar 8, 2023",https://github.com/advisories/GHSA-gx4f-976g-7g6v
org.xwiki.platform:xwiki-platform-panels-ui vulnerable to Eval Injection,2023-03-08T17:18:33Z,Critical,"CVE-2023-27479was published
                        fororg.xwiki.platform:xwiki-platform-panels-ui(Maven)Mar 8, 2023",https://github.com/advisories/GHSA-qxjg-jhgw-qhrv
Directus vulnerable to extraction of password hashes through export querying,2023-03-08T17:13:05Z,Moderate,"CVE-2023-27481was published
                        fordirectus(npm)Mar 8, 2023",https://github.com/advisories/GHSA-m5q3-8wgf-x8xf
Easy!Appointments uses hard-coded credentials,2023-03-08T12:30:16Z,Critical,"CVE-2023-1269was published
                        foralextselegidis/easyappointments(Composer)Mar 8, 2023",https://github.com/advisories/GHSA-347f-rxg8-qgrv
Apache Dubbo vulnerable to Deserialization of Untrusted Data,2023-03-08T12:30:16Z,Critical,"CVE-2023-23638was published
                        fororg.apache.dubbo:dubbo(Maven)Mar 8, 2023",https://github.com/advisories/GHSA-933g-v89r-x8pf
SQL Injection in Funadmin,2023-03-08T00:30:31Z,Critical,"CVE-2023-24780was published
                        forfunadmin/funadmin(Composer)Mar 8, 2023",https://github.com/advisories/GHSA-7pmh-8qjj-4q36
OWSLib vulnerable to XML External Entity (XXE) Injection,2023-03-07T20:41:36Z,High,"CVE-2023-27476was published
                        forOWSLib(pip)Mar 7, 2023",https://github.com/advisories/GHSA-8h9c-r582-mggc
Goutil vulnerable to path traversal when unzipping files,2023-03-07T20:37:09Z,High,"CVE-2023-27475was published
                        forgithub.com/gookit/goutil(Go)Mar 7, 2023",https://github.com/advisories/GHSA-fx2v-qfhr-4chv
directus vulnerable to HTML Injection in Password Reset email to custom Reset URL,2023-03-07T20:35:54Z,High,"CVE-2023-27474was published
                        fordirectus(npm)Mar 7, 2023",https://github.com/advisories/GHSA-4hmq-ggrm-qfc6
Maligned causes incorrect deallocation,2023-03-07T20:13:19Z,Moderate,"GHSA-wm8x-php5-hvq6was published
                        formaligned(Rust)Mar 7, 2023",https://github.com/advisories/GHSA-wm8x-php5-hvq6
Buildkit credentials inlined to Git URLs could end up in provenance attestation,2023-03-07T20:09:44Z,Moderate,"CVE-2023-26054was published
                        forgithub.com/moby/buildkit(Go)Mar 7, 2023",https://github.com/advisories/GHSA-gc89-7gcr-jxqc
Azure/setup-kubectl: Escalation of privilege vulnerability for v3 and lower,2023-03-07T20:07:27Z,Low,"CVE-2023-23939was published
                        forAzure/setup-kubectl(GitHub Actions)Mar 7, 2023",https://github.com/advisories/GHSA-p756-rfxh-x63h
OpenSearch has issue with fine-grained access control of indices backing data streams,2023-03-07T20:04:42Z,Moderate,"CVE-2022-41918was published
                        fororg.opensearch.plugin:opensearch-security(Maven)Mar 7, 2023",https://github.com/advisories/GHSA-wmx7-x4jp-9jgg
SQL Injection in Funadmin,2023-03-07T18:30:38Z,Critical,"CVE-2023-24775was published
                        forfunadmin/funadmin(Composer)Mar 7, 2023",https://github.com/advisories/GHSA-v43v-pv95-jc55
Apache Isis webconsole module may directly query the database in prototype mode,2022-10-19T12:00:18Z,Moderate,"CVE-2022-42467was published
                        fororg.apache.isis.core:isis-core(Maven)Oct 19, 2022",https://github.com/advisories/GHSA-998r-j9rx-qm8m
Apache Isis Cross-site Scripting vulnerability,2022-10-19T12:00:18Z,Moderate,"CVE-2022-42466was published
                        fororg.apache.isis.core:isis-core(Maven)Oct 19, 2022",https://github.com/advisories/GHSA-7pfc-cc9x-8p4m
.NET Remote Code Execution Vulnerability,2022-10-18T21:46:08Z,High,"CVE-2022-24512was published
                        forMicrosoft.NETCore.App.Runtime.AOT.linux-x64.Cross.android-arm(NuGet)Oct 18, 2022",https://github.com/advisories/GHSA-c6w8-7mp3-34j9
Kirby CMS vulnerable to user enumeration in the brute force protection,2022-10-18T21:16:27Z,Moderate,"CVE-2022-39315was published
                        forgetkirby/cms(Composer)Oct 18, 2022",https://github.com/advisories/GHSA-c27j-76xg-6x4f
Kirby CMS vulnerable to user enumeration in the code-based login and password reset forms,2022-10-18T21:14:04Z,Moderate,"CVE-2022-39314was published
                        forgetkirby/cms(Composer)Oct 18, 2022",https://github.com/advisories/GHSA-43qq-qw4x-28f8
Bifrost vulnerable to authentication check flaw that leads to authentication bypass,2022-10-18T19:57:50Z,High,"CVE-2022-39267was published
                        forgithub.com/brokercap/Bifrost(Go)Oct 18, 2022",https://github.com/advisories/GHSA-mxrx-fg8p-5p5j
OroCommerce Cross site scripting vulnerability during shipping rule editing for UPS integration,2022-10-18T19:52:25Z,Moderate,"CVE-2022-31037was published
                        fororo/commerce(Composer)Oct 18, 2022",https://github.com/advisories/GHSA-4vf4-955g-vxp2
MobSF allows attackers to read arbitrary files via a crafted HTTP request,2022-10-18T19:00:33Z,High,"CVE-2022-41547was published
                        formobsf(pip)Oct 18, 2022",https://github.com/advisories/GHSA-f42p-vc8p-7x54
Update bundled libxml2 to v2.10.3 to resolve multiple CVEs,2022-10-18T18:12:31Z,Moderate,"GHSA-2qc6-mcvw-92cwwas published
                        fornokogiri(RubyGems)Oct 18, 2022",https://github.com/advisories/GHSA-2qc6-mcvw-92cw
MySQL JDBC deserialization vulnerability,2022-10-18T18:05:36Z,Critical,"CVE-2022-39312was published
                        forio.dataease:dataease-plugin-common(Maven)Oct 18, 2022",https://github.com/advisories/GHSA-q4qq-jhjv-7rh2
"Potential inter-blockchain communication (IBC) protocol compromise via ""Dragonberry"" vulnerability in cheqd",2022-10-18T17:27:36Z,High,"GHSA-j92c-mmf7-j5x5was published
                        forgithub.com/cheqd/cheqd-node(Go)Oct 18, 2022",https://github.com/advisories/GHSA-j92c-mmf7-j5x5
Field-level access-control bypass for multiselect field,2022-10-18T17:12:46Z,Critical,"CVE-2022-39322was published
                        for@keystone-6/core(npm)Oct 18, 2022",https://github.com/advisories/GHSA-6mhr-52mv-6v6f
parse-server crashes when receiving file download request with invalid byte range,2022-10-18T16:08:49Z,High,"CVE-2022-39313was published
                        forparse-server(npm)Oct 18, 2022",https://github.com/advisories/GHSA-h423-w6qv-2wj3
minimatch ReDoS vulnerability,2022-10-18T12:00:32Z,High,"CVE-2022-3517was published
                        forminimatch(npm)Oct 18, 2022",https://github.com/advisories/GHSA-f8q6-p94x-37v3
Phoenix before 1.6.14 mishandles check_origin wildcarding,2022-10-17T12:00:27Z,High,"CVE-2022-42975was published
                        forphoenix(Erlang)Oct 17, 2022",https://github.com/advisories/GHSA-p8f7-22gq-m7j9
Denial-of-service vulnerability in internationalized URLs,2022-10-16T12:00:23Z,High,"CVE-2022-41323was published
                        fordjango(pip)Oct 16, 2022",https://github.com/advisories/GHSA-qrw5-5h28-6cmg
ReDoS in py library when used with subversion,2022-10-16T12:00:23Z,High,"CVE-2022-42969was published
                        forpy(pip)Oct 16, 2022",https://github.com/advisories/GHSA-w596-4wvx-j9j6
Gitea vulnerable to Argument Injection,2022-10-16T12:00:23Z,Critical,"CVE-2022-42968was published
                        forgithub.com/go-gitea/gitea(Go)Oct 16, 2022",https://github.com/advisories/GHSA-w8xw-7crf-h23x
Missing rate limit on rdiffweb,2022-10-14T19:00:44Z,Critical,"CVE-2022-3439was published
                        forrdiffweb(pip)Oct 14, 2022",https://github.com/advisories/GHSA-x8x2-wc2h-wc48
Denial of service in golang.org/x/text/language,2022-10-14T19:00:40Z,High,"CVE-2022-32149was published
                        forgolang.org/x/text(Go)Oct 14, 2022",https://github.com/advisories/GHSA-69ch-w2m2-3vjp
loader-utils is vulnerable to Regular Expression Denial of Service (ReDoS) via url variable,2022-10-14T19:00:38Z,High,"CVE-2022-37603was published
                        forloader-utils(npm)Oct 14, 2022",https://github.com/advisories/GHSA-3rfm-jhwj-7488
Origin Validation Error in rdiffweb,2022-10-14T12:00:17Z,Critical,"CVE-2022-3457was published
                        forrdiffweb(pip)Oct 14, 2022",https://github.com/advisories/GHSA-824x-jcxf-hpfg
Missing rate limit on rdiffweb,2022-10-14T12:00:17Z,Moderate,"CVE-2022-3456was published
                        forrdiffweb(pip)Oct 14, 2022",https://github.com/advisories/GHSA-92gf-p376-6r9r
Remote denial of service in Hyperledger Fabric Gateway,2022-10-13T19:12:05Z,High,"CVE-2022-36023was published
                        forgithub.com/hyperledger/fabric(Go)Oct 13, 2022",https://github.com/advisories/GHSA-qj6r-fhrc-jj5r
October CMS Safe Mode bypass leads to authenticated Remote Code Execution,2022-10-13T19:11:08Z,High,"CVE-2022-35944was published
                        foroctober/system(Composer)Oct 13, 2022",https://github.com/advisories/GHSA-x4q7-m6fp-4v9v
Arbitrary code execution in Apache Commons Text,2022-10-13T19:00:17Z,Critical,"CVE-2022-42889was published
                        forcom.guicedee.services:commons-text(Maven)Oct 13, 2022",https://github.com/advisories/GHSA-599f-7c49-w659
Prototype pollution in webpack loader-utils,2022-10-13T12:00:28Z,Critical,"CVE-2022-37601was published
                        forloader-utils(npm)Oct 13, 2022",https://github.com/advisories/GHSA-76p3-8jx3-jpfq
Powerline Gitstatus vulnerable to arbitrary code execution,2022-10-13T12:00:26Z,High,"CVE-2022-42906was published
                        forpowerline-gitstatus(pip)Oct 13, 2022",https://github.com/advisories/GHSA-w67g-6gjv-c599
Signature bypass via multiple root elements,2022-10-12T22:05:44Z,High,"CVE-2022-39300was published
                        fornode-saml(npm)Oct 12, 2022",https://github.com/advisories/GHSA-5p8w-2mvw-38pv
Signature bypass via multiple root elements,2022-10-12T22:05:41Z,High,"CVE-2022-39299was published
                        for@node-saml/node-saml(npm)Oct 12, 2022",https://github.com/advisories/GHSA-m974-647v-whv7
com.enonic.xp:lib-auth vulnerable to Session Fixation,2022-10-12T20:13:46Z,Critical,"GHSA-4m5p-5w5w-3jcfwas published
                        forcom.enonic.xp:lib-auth(Maven)Oct 12, 2022",https://github.com/advisories/GHSA-4m5p-5w5w-3jcf
Dolibarr vulnerable to Eval Injection,2022-10-12T19:00:42Z,Critical,"CVE-2022-40871was published
                        fordolibarr/dolibarr(Composer)Oct 12, 2022",https://github.com/advisories/GHSA-7cm4-vmf2-8wf2
mockery is vulnerable to prototype pollution,2022-10-12T19:00:41Z,Critical,"CVE-2022-37614was published
                        formockery(npm)Oct 12, 2022",https://github.com/advisories/GHSA-gmwp-3pwc-3j3g
com.amazon.redshift:redshift-jdbc42 vulnerable to remote command execution,2022-10-12T18:23:36Z,High,"CVE-2022-41828was published
                        forcom.amazon.redshift:redshift-jdbc42(Maven)Oct 12, 2022",https://github.com/advisories/GHSA-jc69-hjw2-fm86
